CountryName,CountryCode,IndicatorName,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Palau,PLW,GDP per capita,,10737.9463505119,10006.2434448444,8736.3638048908,9311.5549937244,10266.9700272755,11254.6654215445,11434.0156100066,11534.0511734308,10870.4568007673,10802.4684263378,11389.0424562586,12219.3581746401,11597.7602738737,12676.9234243149,13181.4364604627,13144.5548974921,13416.1349836402,12845.3007971195,11700.5393168877,12157.3000958188,12947.9075753943,13510.0345754012,13291.3681668547,13965.90777937,15286.0426912901
Panama,PAN,GDP per capita,4971.8346332591,5505.5906691718,5968.8965678601,6313.9243686789,6498.0663050927,6613.2145119422,6782.7023401432,7195.4676725356,7650.2777688954,7911.7963780582,8150.8583948445,8226.5765099019,8381.9819992568,8747.9397880095,9492.3935375718,10316.715601476,11337.935646009,13188.9680091505,14354.0995117296,14443.6031706826,15202.2174353368,17058.5964457122,18663.1681828035,19894.7653436559,21102.6753465096,22192.05357038
Papua New Guinea,PNG,GDP per capita,1038.4760103466,1146.7915057436,1302.5276183104,1537.1013663211,1621.3206645275,1559.6581931638,1666.9852618574,1587.0825490403,1503.7365008311,1514.9218165812,1472.1732969238,1466.0362454296,1449.2541752313,1473.0663915161,1516.9428856906,1624.923129479,1672.2692386254,1795.9765827273,1906.6571510892,1992.3530021846,2122.7074499297,2345.0658768731,2525.9621093567,2652.2072970215,2865.1789882024,
Paraguay,PRY,GDP per capita,3901.5735517447,4066.4533891027,4125.3791098195,4325.4983833044,4543.1231531167,4840.225630752,4893.2553351795,5073.9272663047,5022.5975143894,4925.6296145404,4822.9760605237,4797.7184236006,4780.1544830655,4996.0403678408,5251.9882575178,5448.9811712004,5799.0178472066,6188.4234162412,6621.2038326408,6322.5247434557,7142.0570387515,7504.6774919244,7447.1747264371,8515.4394857852,8943.914456763,9184.4894106824
Peru,PER,GDP per capita,3404.1176943266,3521.8311084708,3511.1188519705,3710.1787032349,4177.1093937193,4500.3676839431,4633.2519959169,4939.6925384069,4900.2528216634,4978.1909981389,5157.3119873229,5237.4062707785,5536.1315183803,5808.2710026937,6186.8476800144,6704.3879199646,7340.3617228598,8078.5542593151,8880.515727331,8929.7560163843,9678.4952248856,10379.2098377875,11051.2537713681,11730.7028287635,12046.987919668,12402.4227069832
Philippines,PHL,GDP per capita,2591.9269208844,2597.1971998224,2601.1113916137,2655.0568331058,2764.7813159453,2886.9960209667,3041.7880046818,3182.757831729,3129.606237317,3205.4839098639,3350.7009519235,3452.1614288603,3557.4339976279,3731.7175353009,4012.5760237207,4261.7229970054,4546.3509734671,4899.3923318199,5126.2227308,5147.8015129718,5524.1544103206,5754.1124415648,6153.0704486469,6587.9166974512,6994.4320081393,7358.8241456762
Poland,POL,GDP per capita,5995.6533679732,5740.1847997115,6000.2658814261,6356.4774119659,6820.9410809936,7437.1724375647,8066.4086366802,8798.4976415606,9388.6128675812,9920.3594951764,10607.8992365519,10967.2926008257,11592.2803284225,12045.0375318639,13049.5187537657,13806.8284829299,15143.6072948769,16890.3264743747,18046.1515894378,19139.5032948775,20883.0604443515,22520.0128003371,23598.5592763806,24493.7552756422,25262.2721865603,26135.3228347978
Portugal,PRT,GDP per capita,11185.0787661526,12090.0650748061,12510.0985107014,12530.7195983978,12886.132419701,13670.8889727506,14182.2463914513,15047.4399495544,15804.4713098422,16806.0815665999,17847.3730789742,18588.9649419758,19331.7294021468,19823.81782901,20297.6039854196,22072.6507506885,23872.2017757548,25221.5729985222,26095.7814080004,26208.8517700498,26943.0209173058,26932.4081275165,27125.1544347714,27929.9468077631,28759.9844575541,29214.3158603316
Puerto Rico,PRI,GDP per capita,16336.2069717835,16904.0615179182,17875.4822611783,18846.3302057031,19828.9849005118,20873.7612562898,21625.8419968961,22480.1706079951,24118.0093329653,24868.2537046155,25747.5094358107,28866.1689473036,29790.5969766743,30727.8627461713,32122.1903309682,33392.4209037209,34256.9103478725,34198.6884830399,34443.7803691978,34071.2448910761,33756.8068621299,34195.6036654497,34272.2044184399,35028.8667351339,,
Qatar,QAT,GDP per capita,,,,,,,,,,,86725.5420283473,89116.2895798618,93823.4051308804,94236.6038271065,105356.451053311,102253.049884138,112591.924093976,114340.468409489,116435.522630748,114656.779162422,125088.006002205,134117.430936185,135421.72398627,138067.097017003,141442.215519528,143788.242027242
Romania,ROU,GDP per capita,5504.3689855979,4996.0612287229,4704.2578828771,4896.4759864426,5204.8646415848,5704.233683607,6023.8657349728,5584.1556026112,5316.8103861326,5429.2261417082,5726.3078724034,6509.4100031229,7090.2453195088,7799.3146167006,8911.8078821362,9575.0068076343,11420.0244970084,13241.974898784,15989.6400548172,15815.2785501294,16579.8493567116,17624.5778950302,18910.2782731779,19572.6340640977,20372.0701831615,21403.0811486499
Russian Federation,RUS,GDP per capita,8012.8023168733,7844.086114426,6854.085483132,6416.1691931011,5736.1601380014,5611.6583779803,5515.9851647968,5697.3278217843,5460.3549781139,5914.3004108854,6825.411391168,7367.6090610973,8029.1226517695,9253.5774294053,10231.426449768,11822.3709000841,14916.185263567,16648.5934884501,20163.6116757122,19386.5936760476,20497.9523083327,24074.364580654,25316.6357856942,24165.3268347389,25094.7271005568,24451.3749516772
Rwanda,RWA,GDP per capita,549.619853685,568.3805979198,648.3438442662,649.8877051404,346.9750253477,485.7220914854,540.7160881727,586.8332599673,596.1714079797,605.000105919,633.7507517931,678.4020688098,762.6580986913,775.7606251415,838.7034648434,907.1073812002,996.6718639046,1072.0523470687,1181.544770134,1230.5242427585,1301.6969519229,1397.2246912143,1510.6781095014,1569.3958312613,1667.3326454199,1758.733213288
Samoa,WSM,GDP per capita,2358.5769604177,2363.4989231396,2390.7574591333,2523.0318629086,2487.7150225152,2687.2409663038,2913.5925217534,2966.6776447283,3050.7344491973,3150.9227558168,3428.6980188026,3729.8441944221,3928.6769837626,4162.3789325588,4446.6814423478,4750.4031522677,4961.2040690432,5380.6175206374,5505.2134095312,5244.2844228418,5295.6660992284,5674.4753413461,5757.1796404969,5693.0017607426,5811.3222489853,5922.8153586272
San Marino,SMR,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,GDP per capita,,,,,,,,,,,,1704.7300298817,1733.8719907538,1842.5599258365,1921.4687064384,2076.6361506688,2284.2705565021,2368.7181940007,2556.4981548778,2621.6502330991,2712.7816937736,2839.895903144,2959.8896907868,3067.010902196,3187.8599422335,
Saudi Arabia,SAU,GDP per capita,22843.1003743233,24945.5453827372,25915.7393074036,25809.4171734453,25836.7298058858,25755.390329178,26443.081063506,26926.7155303131,27311.3786371877,26829.620285342,28013.2095901585,28002.6043264906,27639.689465158,29453.7814433596,32105.3733588896,34552.3444957037,36601.9039532782,38814.5144209256,41853.0996578605,41897.8915028842,43351.7676914543,47474.0433846687,49729.5174891185,50678.2395280104,52200.2267956267,53430.0453280574
Senegal,SEN,GDP per capita,1204.497230245,1237.6337354449,1242.8955947008,1250.9144198955,1240.9939578921,1298.7210554813,1314.5272367898,1345.127227225,1405.6100308508,1481.4704448319,1524.9455735041,1589.6341675799,1582.1701048917,1675.7819422903,1774.1293977662,1882.3458523975,1934.807350119,2028.5384739481,2086.1976584381,2092.7561286227,2142.9482913191,2159.0228879411,2225.2960279989,2267.8256811304,2330.4596407613,2430.7989287693
Serbia,SRB,GDP per capita,,,,,,4920.7212530386,5137.2105997441,5616.2496518877,5837.2788346934,5225.6086944891,5777.6423718867,6215.0213590405,6765.6979965932,7220.6450461598,8109.2700601852,8860.5215078424,9889.713911083,10452.5818820375,11892.7871172148,11802.3525338412,11813.4578043183,12571.8954976749,13000.0732946816,13668.117157173,13698.5664263163,13481.9365571951
Seychelles,SYC,GDP per capita,9123.8989118363,9584.455511209,10372.7382637175,11114.1110630498,11075.0650428774,11007.3754713448,11588.2180956453,13042.4570717843,14015.1158735661,14214.0199272779,14626.4603708639,14607.2386856143,14563.3495507736,14131.2404970201,14157.2240356566,15851.8842800581,17516.5484654906,19755.6671853348,19274.84812334,19131.3317358706,19953.1605009972,22556.5825709346,24251.5239686008,25673.6178918479,26518.4603833769,27273.4726663682
Sierra Leone,SLE,GDP per capita,887.2460013335,934.8468200844,777.658424957,814.4195045565,823.0218906283,777.1542118035,806.2189813417,769.7320658414,784.827048307,767.155577888,813.7488362588,743.6569782939,909.8781022955,965.8310145709,1007.7726708008,1042.2930202015,1096.5026384406,1183.026201526,1241.2655665482,1279.7896555064,1334.5061250028,1414.8600829493,1620.8989702886,1941.2239642183,2019.003748152,1590.6021186188
Singapore,SGP,GDP per capita,22167.9516919623,23751.9781186572,25245.2958813533,28107.7520720502,30858.918783873,32707.7038536393,34386.9123510789,36624.7700327911,34989.3295880693,37390.0874508974,40928.3370484149,40358.9745237567,42316.4580109231,45744.1353838301,50849.6752280947,55105.9658865491,59926.483444028,64387.8050819999,63361.3206902084,61572.022533163,70561.0834028427,74910.1825345204,77173.2382950922,80779.5513960605,83689.4243587932,85208.8107409708
Sint Maarten (Dutch part),SXM,GDP per capita,,,,,,,,,,,,,,,,,,,,,,36327.2318988918,,,,
Slovak Republic,SVK,GDP per capita,,,6988.6907815129,7276.5257127898,7861.5065638415,8469.6176097466,9204.4202325038,9955.3836982419,10507.4466307283,10568.6006978802,11158.4602723081,12236.650530567,13136.8079604086,13906.2214760745,14988.6133587895,16525.5004066215,18810.7203906269,21439.3067102395,23844.9744964744,23172.3465833393,24515.6923473186,25167.4538145724,26091.2798285454,27414.213031592,28326.5299307052,28877.3466252315
Slovenia,SVN,GDP per capita,,,,,,13227.1382239033,14033.2859154253,15063.4464599181,15948.8480937829,16997.601071329,17877.6079581218,18796.730344071,20127.9659631642,20945.641392761,22689.4380571678,23887.7792759682,25869.2115725132,27677.8021581132,29598.1392185234,27506.3314139505,27607.7230438068,28513.4748320932,28481.751314373,29097.5759486561,30402.6773017919,31122.4228905589
Solomon Islands,SLB,GDP per capita,1158.6019087317,1233.7754955405,1382.3079066952,1430.2689209184,1550.4284332326,1665.3098211259,1675.3515772873,1633.4178994872,1634.8491539602,1607.2800384002,1371.6625719804,1256.8524416329,1208.018932696,1278.5071236113,1343.4309565618,1426.119018261,1534.7311667469,1651.874965252,1763.1549332443,1655.210387799,1752.1198800358,1976.4069001028,2062.4542630982,2114.881684414,2138.2230188463,2186.2889324174
Somalia,SOM,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,GDP per capita,6698.4797948343,6711.1846126265,6578.7693460589,6675.905218289,6887.3863668728,7093.9409761726,7368.2581190338,7515.2766349875,7457.41102671,7568.3213170564,7868.3066165563,8097.48079062,8425.0286039165,8733.8440328187,9260.601820026,9929.0906882227,10658.7883846537,11368.8627131662,11792.0573837167,11529.3694090741,11847.0803891303,12291.73384142,12598.94312372,12881.9428178722,13083.2204904225,13165.1480242918
South Sudan,SSD,GDP per capita,,,,,,,,,,,,,,,,,,,3591.9089197945,3637.8737685892,3717.2156383801,3461.7510389636,1819.4349594256,2005.453626641,2026.2523068066,1850.0318230778
Spain,ESP,GDP per capita,13691.8315783669,14474.7432308387,14893.0387241991,15043.2693949937,15687.3004901152,16417.6213118084,17195.0459670127,18166.3779333258,19381.0397620239,20316.2328865735,21869.5487440266,23218.8974026948,24659.0987041919,25337.110818516,26437.8540928976,27868.9519489624,30860.7158846764,32803.3751201269,33729.5167903525,32796.6654667603,32372.8543671681,32530.0931368398,32235.5959172997,32842.4245648716,33625.4281084708,34526.5018998563
Sri Lanka,LKA,GDP per capita,2369.1857079975,2526.9184440901,2664.6731971764,2882.7528463478,3077.0322508193,3284.2746865899,3445.3853335233,3705.8250017492,3900.3353453437,4106.4777656775,4422.5648554984,4419.8033924304,4630.59243042,4965.7275376994,5339.7989578723,5811.5058520439,6400.8167578622,6964.9863185029,7467.5918815553,7732.0559175952,8390.4074320412,9213.7754731064,10164.3563482885,10600.3758116382,11195.6942756295,11738.8763489969
St. Kitts and Nevis,KNA,GDP per capita,9268.968730273,9331.5076546187,9867.995865191,10687.5192941913,11351.895138554,12105.3141541235,12900.548518644,13868.3443494037,13766.5712727657,14274.9624073248,15128.5337589828,16007.3944538097,16298.3959357705,15946.2406395279,16876.2792015917,18755.1694831689,20190.0860743248,21041.222940713,22065.1520701252,20734.8268306064,20064.4258866151,20571.9701241134,20442.6292004251,21721.4690177214,23326.1433911132,24369.3801105601
St. Lucia,LCA,GDP per capita,5178.634515946,5416.7252275052,5855.0697239177,6077.6146263124,6222.7942513565,6482.1039070879,6868.2230263387,6919.5809284074,7338.3584679351,7527.6862832662,7943.2250821645,7777.6374666117,7823.2988312278,8280.9262348941,9112.1597470771,9221.6088378436,10148.4895920416,10329.899498083,10664.8310351875,10546.4473250877,10361.8105258508,10538.2252759214,10524.3510374579,10627.5968281974,10772.2598378526,10990.7206668878
St. Martin (French part),MAF,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,GDP per capita,3604.5030286888,3756.2281947468,4079.6624879704,4350.4150153604,4386.2622318163,4825.8629130613,4979.2367453342,5245.744790299,5523.5157171976,5762.4220670508,5989.051030864,6224.9385804516,6710.1597970077,7356.37461291,7857.6572248812,8298.0605580534,9194.8526673591,9274.9102424932,10082.754601936,9937.882869078,9715.3290051384,9871.6485773363,10192.9298147081,10532.7560862324,10772.8170465276,11028.4654162085
Sudan,SDN,GDP per capita,1133.1903288392,1221.4531063684,1290.0043748443,1337.1538851144,1336.0778484746,1401.9005965375,1467.8774659874,1603.9878464017,1644.2417711924,1673.5931931909,1769.6528590103,1873.73555908,1968.0976773828,2101.9445620422,2180.5303883,2351.1194356134,2591.9375084465,2883.7140258342,3080.7647265696,3116.2031004713,3175.2739426738,3478.2522390176,3873.5973982321,3981.9019071451,4084.2136160984,4173.2158978098
Suriname,SUR,GDP per capita,6840.5436883377,7128.8235479066,7147.7289361532,6671.4784430448,6916.263091982,7017.0529224334,7111.4246748866,7516.8994408743,7593.3078510028,7537.4501233455,7621.7232365748,8092.1232548319,8533.3244081989,9200.6549703886,10293.4075128578,11049.5555118095,11732.3214041932,12533.8527584392,13159.3972362465,13502.6258889253,14216.5487909005,15119.7435489163,15718.1329921023,16276.3061814113,16698.3652067874,16969.5452910101
Swaziland,SWZ,GDP per capita,4082.0310683243,4173.5349478983,4305.9339969074,4455.6210430777,4570.8606558102,4793.8636189845,4960.3990962401,5086.8577427811,5163.4694563184,5296.9975356513,5432.2265919889,5562.5689543699,5708.8709324669,5921.6578954345,6222.3038890649,6521.9417904582,6860.0984175914,7182.4790012214,7374.398196216,7396.507957356,7487.5095028072,7620.1966042819,7870.6447416742,8110.087554025,8322.3851051942,8426.5296628849
Sweden,SWE,GDP per capita,20075.8339303047,20367.0341663979,20469.5498174611,20404.827200373,21537.274029496,22751.5840005565,23597.5967127028,24504.6116256745,25550.2569677744,27184.585412362,29376.6929122698,29818.5945883849,30790.5051760393,32064.7633094125,34259.8093341636,34332.3259363865,37571.1262973461,40560.8943011298,41880.8407716078,39657.2412932976,41755.9801731279,43709.2114536214,44433.7266901677,45067.4371901415,45297.7655208762,46420.4188888162
Switzerland,CHE,GDP per capita,26734.0125751395,27030.9270920898,27332.0017782308,27693.6952291652,28414.7600522116,28952.764943967,29674.7390146756,30919.8105594198,31984.6286027657,32558.013189599,34500.0786139217,35381.1937021125,36376.6924506913,36419.3783626995,37760.8921479159,39152.8734196707,43350.8389502036,47404.6676185633,50438.7629476633,49903.2731853737,51356.9639825486,54550.6893664757,57205.3721892359,59351.4230599344,59535.7997443952,60535.1587571323
Syrian Arab Republic,SYR,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,GDP per capita,2349.6395117927,2205.3996572978,1570.8922289783,1322.1089744195,1046.6521220232,922.7668023391,772.2970840991,788.8362799983,829.1112320126,861.2259541277,939.7408331932,1041.6388551709,1150.6158374949,1277.4566112851,1418.7314077814,1530.5756955071,1653.0753990578,1790.9256895423,1928.200964532,1972.9152294296,2080.0443884672,2229.4457417017,2386.3274737532,2546.5865866786,2700.5842408342,2779.8761426089
Tanzania,TZA,GDP per capita,951.8317126631,971.5474215799,966.6302504468,968.8990425029,973.677877596,999.4805015536,1035.2898668643,1062.5503977786,1086.7567478472,1128.5468666193,1180.7425372535,1246.8815064407,1320.6145895953,1400.3035598912,1507.7977307064,1634.8931313777,1711.38869981,1847.8645928451,1927.6889981728,1983.2228617864,2068.4884869222,2206.91077897,2289.2618761815,2417.7727301852,2547.1679574259,2667.2906614546
Thailand,THA,GDP per capita,4298.5626808215,4767.5774797182,5221.5528648204,5739.5623069846,6278.1685467652,6866.020782997,7310.9398207692,7151.7650689411,6600.5371120127,6926.206990458,7314.5421944694,7650.8136733547,8153.1631818003,8819.9947622617,9545.9978309276,10194.175685498,10977.6117421336,11850.2150887135,12272.7397981566,12257.1361772881,13309.4191973258,13654.2724604328,14853.3296826122,15437.3172287742,15755.0634649584,16305.4545639887
The Bahamas,BHS,GDP per capita,15693.3786243117,15253.2558345868,14721.3401292816,14837.4466755075,15361.9533826821,16120.8374068329,16888.9319783764,17338.2009669972,18157.7264972692,19515.9565797987,20486.8373590384,21131.6689024507,21606.4371551766,21304.6613470209,21619.3946485119,22602.8862149903,23417.2343600181,23928.0213178184,23397.8157719741,22196.8194943696,22431.1376351944,22665.1675571131,23234.7922247687,23277.8776695271,23576.960514993,23795.4382953871
The Gambia,GMB,GDP per capita,980.4609596311,1008.6215005817,1033.5819029306,1059.1333451516,1053.7348943982,1055.5480520964,1068.5446810373,1108.7753345147,1127.7928776655,1183.6934014178,1239.8559600801,1301.1713858182,1238.5519081416,1307.3733665581,1392.2668705479,1378.2584577172,1391.0049432307,1432.975326809,1495.8758662357,1553.3944388728,1621.4316004814,1532.4940035148,1599.1796159408,1648.4276873656,1636.4535709741,
Timor-Leste,TLS,GDP per capita,,,,,,,,,,,1119.794895852,1304.0391337048,1196.0168923525,1147.2393371021,1143.9138559015,1233.1685571004,1178.1484094728,1325.1586069659,1516.9043324221,1697.3422721327,1847.2262688383,1965.5220065477,2075.9847415049,2110.8440287781,2203.6928319807,2259.0619403307
Togo,TGO,GDP per capita,872.6352851244,872.3531210771,835.7574654739,709.2028609636,813.0333869666,873.4659212434,944.0592357546,1070.6039046186,1030.273088864,1044.2632364353,1032.0357263361,1011.109930143,990.2252184014,1031.7538869118,1053.6113183375,1070.8267423448,1117.6075040665,1142.1021503737,1158.4584700921,1175.8236794309,1204.6048935918,1255.0878250485,1304.1879722319,1341.614534205,1406.764973641,1459.7967273883
Tonga,TON,GDP per capita,2308.9779920484,2534.8330995949,2595.9619849103,2753.870307755,2947.2607197313,3113.5449905457,3161.3122910851,3199.4771177177,3308.0460745953,3472.5292785941,3652.4785481855,3849.1928073163,4018.483327399,4161.7389508365,4282.1986045054,4461.5630639919,4520.0671372413,4399.552522947,4567.116507614,4625.408633552,4852.0213615435,5030.6522125505,5132.8052329101,5059.03941648,5230.1512943838,
Trinidad and Tobago,TTO,GDP per capita,7838.6471483605,8262.6811300845,8260.9147386794,8288.1619413973,8724.9733915981,9224.7120194245,10027.6720023491,10963.2687492504,11963.9514041916,13098.5782349724,14373.0366834853,15260.3903489315,16653.0007994021,19343.9187031897,21348.086137331,23287.689468122,27044.0480820295,28947.7974448134,30374.5485471446,29123.0501164343,29307.8711600633,29765.0119348512,30571.9063533069,31454.6315830998,32083.799608369,32596.5148886991
Tunisia,TUN,GDP per capita,3681.5299091078,3874.7680684559,4186.0378087547,4337.4361099164,4459.4699855074,4570.1719702951,4913.8510812648,5198.0584637577,5435.9864563125,5777.4492007535,6124.6494154833,6435.9313654748,6554.3945288046,6934.792539752,7499.2367225612,7933.2547371174,8521.7659935445,9246.8099842935,9728.9788524478,9994.0975112171,10364.5717510735,10203.8012151866,10672.5676007406,10984.9132065336,11307.8001700856,11397.2351495653
Turkey,TUR,GDP per capita,4438.7926100865,4551.984029627,4855.1424115029,5285.6881197746,5023.5658369001,5411.4866648074,5824.3676161836,6283.8816119309,8718.8486349021,8311.0600058723,9320.9100516222,8749.1516349169,8784.4460321504,8915.6512539057,10278.9344079726,11512.4657890784,13026.3463146074,14034.7774203504,15181.6586369568,14651.1004086524,16165.8123678963,17796.4751875134,18449.250016041,19042.8804161762,19390.3811372673,19618.2247113953
Turkmenistan,TKM,GDP per capita,5398.792743118,5174.3832978081,4373.2021622711,4419.2502704784,3638.0907799633,3370.4401589794,3593.5412317425,3187.3585526005,3404.1504815323,3977.5365767621,4240.9740589401,4475.9827211517,4508.4334927237,4699.7458061647,5017.7196599918,5791.7121280206,6550.184922595,7381.1209362732,8528.1133197257,9004.5791888167,9828.6622043107,11360.502149269,12689.3438280564,14029.4947861747,15529.8644553626,16498.8929538904
Turks and Caicos Islands,TCA,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,GDP per capita,1531.3463726594,1630.0122193148,1704.8164195377,1808.1869385169,2027.7031636497,1958.091471827,1867.4890482669,2081.8170346581,2421.2447429302,2409.5291198612,2428.7799862344,2510.8609739259,2733.4283969341,2678.1363827517,2698.809177992,2667.0853241185,2796.8616927685,3043.6312502884,3342.8660723946,3212.379397456,3156.7480860863,3488.2483590584,3552.9265528435,3651.7922778734,3779.0597301547,
Uganda,UGA,GDP per capita,499.8427287746,527.2986539408,539.791957233,579.7280054151,610.4473032427,673.8229933045,726.0164085557,753.2620172941,775.2810790242,825.0714212019,843.5686037335,878.7751788677,938.7656153311,985.9484649881,1046.2263162815,1110.2887605566,1225.9175462224,1319.3325222824,1414.1534251698,1478.0445457835,1522.078550736,1648.5310660338,1696.4944243351,1723.4461789935,1777.3271904374,1825.3070707638
Ukraine,UKR,GDP per capita,6780.2738388334,6403.3252289228,5897.0889572324,5175.6371594529,4093.7930480622,3698.4322726531,3419.5660061024,3404.6289124525,3406.4975251977,3484.4110196696,3812.1381106033,4300.749281146,4639.7187715403,5219.247196285,6057.4356655933,6468.3817213069,7202.3367003256,8025.8986661285,8417.0041415797,7257.8975261001,7685.569632013,8281.8671261235,8472.2011292061,8629.9343869723,8666.9029132502,7915.8708737254
United Arab Emirates,ARE,GDP per capita,74017.3006503727,73036.9966064691,73154.2777414922,71959.8778674344,74683.8885943879,77467.2448447408,79480.4674789064,83165.2631465984,80040.2167031434,79262.3864517508,84974.8940914508,83533.5552161428,82369.6850171255,85563.6364172279,87843.7081074576,84338.3594071577,82754.2819759593,75426.793513296,69124.39621148,59100.3805379711,56245.4781588414,57594.1266833257,61172.9947875255,64229.4649857771,67921.3994644049,70237.9477494003
United Kingdom,GBR,GDP per capita,17446.3076798204,17745.4522749914,18181.7458351484,19059.0888847336,20196.4694229975,21081.7662421271,22421.5839203665,23829.2235036662,24573.70818233,25263.977650232,27440.9978549022,28821.5055492643,30085.6499151123,31181.3249199139,33082.4024076386,34623.2051373665,36885.9684344369,37503.2237543036,37775.8773905522,36361.8846856437,35879.7993942833,36590.1593671037,37569.3152811917,39111.2326381563,40217.1637487818,41324.5563251827
United States,USA,GDP per capita,23954.4793548671,24405.1648147489,25492.9516517617,26464.852511744,27776.635528226,28782.1750200918,30068.2309182833,31572.6902298492,32949.1977640346,34620.9288990826,36449.8551155349,37273.6181034176,38166.0378407812,39677.1983481058,41921.8097617892,44307.9205848603,46437.0671173065,48061.5376613353,48401.4273403899,47001.5553496818,48374.0867933094,49781.8006563523,51433.0470904727,52660.2951049798,54398.4600093994,55836.7926308733
Uruguay,URY,GDP per capita,6360.3866183952,6756.7371197639,7404.9764738183,7725.5689278669,8402.4833555091,8392.7361124139,8958.1039322448,9820.7705073739,10309.3923164301,10210.8808974313,10204.914457104,10018.5584682373,9383.9529340764,9654.3366948804,10421.0357295137,11553.5294099441,12376.3440307652,13501.5664231257,14705.5166360339,15391.169531715,16736.8559953545,17904.8198639195,18817.8749217256,19945.6756377397,20859.2491387487,21200.5878108841
Uzbekistan,UZB,GDP per capita,1959.3601757161,1972.1167827586,1749.6566913459,1710.7645274692,1624.1207499173,1613.6509950096,1639.3838502594,1721.3888235879,1785.9166078377,1870.9403909721,1958.9324648046,2061.461382738,2150.3532824176,2258.9084064089,2471.06529255,2697.5502927983,2947.2146451004,3278.8223410389,3585.9912869738,3840.5428745052,4100.4828348587,4412.4741929082,4791.1892889055,5177.333577607,5593.4754862896,5995.8730114357
Vanuatu,VUT,GDP per capita,1647.7002726288,1707.7076545633,1740.3938176798,1743.8220986311,1890.2382228683,1902.5291269094,1941.2221135616,2033.554627479,2107.0824671157,2107.7610183151,2237.5849646871,2159.3816170212,2030.3840813239,2105.4413921299,2192.4473933971,2323.4590884472,2533.859120128,2669.742794836,2828.4786874732,2874.8788802839,2888.3493792424,2915.2396210321,2952.4134306337,2991.1370439653,3041.6311265218,
Venezuela  RB,VEN,GDP per capita,9339.9530236841,10344.9051133595,10969.8823716289,11015.7929140418,10751.8824094745,11172.3721600258,11122.9585596438,11795.1654752663,11725.9621915302,10981.3538224598,11427.4070846926,11862.2579443133,10779.4028665664,9961.910359903,11897.382830723,13317.1785594534,14830.9157971613,16289.4586198531,17208.1933726146,16523.939668773,16228.3408063552,17001.9132403648,18027.8901206199,18309.1523170814,,
Vietnam,VNM,GDP per capita,970.2356524404,1042.9258288082,1138.4796822374,1238.0570679647,1353.2368963692,1488.6460436181,1631.0925764977,1766.4792574956,1859.8149469638,1948.9592340522,2100.2430760729,2252.4226573281,2403.5174969339,2590.2943108919,2828.0475162509,3102.9366931111,3383.6950398444,3681.3161176213,3924.101328869,4123.4258041987,4395.51016268,4715.8863493231,5000.7648543821,5301.1130172638,5649.5875918442,6022.6225535653
Virgin Islands (U.S.),VIR,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,GDP per capita,,,,,1945.0479032698,2033.9549766139,2124.5380145139,2560.8609604224,3178.090712082,3710.1244345673,3331.3561471382,3106.9316237412,3031.4518160351,3300.1083696037,3592.666868183,4010.1477605424,3844.3897469854,3780.6911750607,3423.5963390338,4053.0489334773,4078.495890627,4356.3418249265,4931.0021836049,4655.8405158067,4544.2456590615,5009.9190405748
Yemen Rep.,YEM,GDP per capita,2192.4368383521,2291.1151676213,2406.686630201,2433.3777712263,2528.0648862224,2614.0192722735,2685.1015706813,2783.3857433699,2897.5087249721,2969.2093438891,3135.5723827792,3236.0748685187,3319.7030603302,3414.5260857166,3545.7443939969,3756.5321300449,3883.0452375015,4004.2183495585,4128.411820616,4212.5864934446,4286.4040378032,3616.2439087449,3675.5633730498,3791.6031948866,,
Zambia,ZMB,GDP per capita,1491.3699605596,1500.246465336,1469.9804736309,1567.5774358711,1426.4872695422,1460.3340444146,1538.1043483813,1580.6160087831,1548.6741334983,1601.6151108662,1657.539629476,1740.0770044747,1800.2012388707,1914.4595035809,2051.6352713276,2210.9220402328,2391.8502804164,2586.0020871341,2760.2542414062,2949.2156008463,3195.7585820349,3342.5708543793,3552.2002476025,3680.9790713965,3810.6610364781,3852.658973708
Zimbabwe,ZWE,GDP per capita,1632.6839300491,1734.3219730771,1576.3402629816,1596.5081866641,1746.8753052733,1754.5838143564,1939.4282986908,1994.8994816386,2046.4127648833,2036.2102279439,1998.4918501809,2056.3517179903,1889.1131025168,1588.9669403536,1526.6477183775,1472.4350721393,1449.1201238432,1415.0276979517,1170.4619028336,1229.3824241862,1360.8760263856,1523.6217840105,1679.1255940664,1743.2107831941,1798.0598116161,1793.5860922636
